"%Acm. Venda";"Comprador : Produto";"Código Produto";"Embalagem Unitária";"Vda Perdida Quantidade";"Vda Perdida Valor";"Venda % Partic.";"Lucratividade Valor";"Lucrat. % Partic.";"Lucrat. Marg %";"% Mark Up";"% Mark Down";"Contribuição Valor";"Contrib. % Partic.";"Contrib. Marg %";"Peso Bruto";"Peso Brt % Partic.";"Peso Líquido";"Custo Bruto";"Custo Líquido";"Despesa Venda";"Comissão";"Total Impostos";"ICMS s/ Venda";"PIS s/ Venda";"COFINS s/ Venda";"Outros Impostos";"IBS MUN s/ Venda";"IBS UF s/ Venda";"CBS s/ Venda";"IS s/ Venda"
"20,16";"IARA : KIMARC BORRACHA SILICONE 4,5L S/CLOCK";"7976";"UN 1";"0,361";"2,89";"0,01";"-4,48";"-0,05";"-155,14";"-67,35";"-206,26";"-4,48";"-0,05";"-155,14";"0,011";"0,00";"0,000";"8,84";"6,58";"0,00";"0,00";"0,79";"0,52";"0,05";"0,22";"0,00";"0,00";"0,00";"0,03";"0,00"
"20,18";"IARA : KIMARC ESPONJA P/BANHO ESFOLIANTE";"8617";"UN 1";"0,631";"5,67";"0,02";"2,00";"0,02";"35,17";"98,02";"49,50";"2,00";"0,02";"35,17";"0,011";"0,00";"0,001";"2,86";"2,13";"0,00";"0,00";"1,55";"1,02";"0,09";"0,43";"0,00";"0,00";"0,01";"0,05";"0,00"
"20,20";"IARA : KIMARC ESPONJA P/BANHO MASSAGEADORA";"8632";"UN 1";"0,639";"5,74";"0,02";"2,02";"0,02";"35,17";"98,02";"49,50";"2,02";"0,02";"35,17";"0,010";"0,00";"0,001";"2,90";"2,16";"0,00";"0,00";"1,56";"1,03";"0,09";"0,44";"0,00";"0,00";"0,01";"0,05";"0,00"
"20,20";"IARA : KIMARC FITA ISOLANTE ANTI-CHAMA C/5 MTS";"7261";"UN 1";"0,231";"1,61";"0,00";"-0,15";"0,00";"-9,13";"-9,14";"-10,06";"-0,15";"0,00";"-9,13";"0,006";"0,00";"0,000";"1,77";"1,61";"0,00";"0,00";"0,15";"0,00";"0,03";"0,12";"0,00";"0,00";"0,00";"0,01";"0,00"
"20,20";"IARA : KIMARC INTERRUPTOR EXTERNO";"7315";"UN 1";"0,039";"0,46";"0,00";"0,17";"0,00";"37,29";"69,75";"41,09";"0,17";"0,00";"37,29";"0,001";"0,00";"0,000";"0,27";"0,25";"0,00";"0,00";"0,04";"0,00";"0,01";"0,04";"0,00";"0,00";"0,00";"0,00";"0,00"
"20,20";"IARA : KIMARC LIXÃO AMARELA";"8005";"UN 1";"0,090";"0,99";"0,00";"0,90";"0,01";"90,75";"";"100,00";"0,90";"0,01";"90,75";"0,000";"0,00";"0,000";"0,00";"0,00";"0,00";"0,00";"0,09";"0,00";"0,02";"0,08";"0,00";"0,00";"0,00";"0,01";"0,00"
"20,21";"IARA : KIMARC PINO 3 SAÍDAS 2P+ T 10A";"7399";"UN 1";"0,197";"2,95";"0,01";"-0,33";"0,00";"-11,04";"-10,84";"-12,16";"-0,33";"0,00";"-11,04";"0,006";"0,00";"0,000";"3,30";"3,00";"0,00";"0,00";"0,27";"0,00";"0,05";"0,22";"0,00";"0,00";"0,00";"0,03";"0,00"
"20,22";"IARA : KIMARC PLUG ADAPTADOR C/3 2P 10A TOMADAS";"7390";"UN 1";"0,188";"2,81";"0,01";"1,08";"0,01";"38,57";"73,90";"42,49";"1,08";"0,01";"38,57";"0,008";"0,00";"0,000";"1,62";"1,47";"0,00";"0,00";"0,26";"0,00";"0,05";"0,21";"0,00";"0,00";"0,00";"0,03";"0,00"
"20,23";"IARA : KIMARC PLUG ADAPTADOR UNIVERSAL 2P+ T 10A";"7346";"UN 1";"0,143";"2,29";"0,01";"0,70";"0,01";"30,46";"65,87";"39,71";"0,70";"0,01";"30,46";"0,004";"0,00";"0,000";"1,38";"1,38";"0,00";"0,00";"0,21";"0,00";"0,04";"0,17";"0,00";"0,00";"0,00";"0,02";"0,00"
"20,24";"IARA : KIMARC RALO PARA PIA TELINHA INOX";"8244";"UN 1";"0,367";"2,93";"0,01";"0,04";"0,00";"1,45";"4,38";"4,19";"0,04";"0,00";"1,45";"0,004";"0,00";"0,000";"2,81";"2,09";"0,00";"0,00";"0,80";"0,53";"0,05";"0,22";"0,00";"0,00";"0,00";"0,03";"0,00"
"20,24";"IARA : KIT ACESSÓRIOS P/ BANHEIRO ASTRA BEGE";"1529";"UN 1";"0,010";"0,50";"0,00";"0,36";"0,00";"72,75";"";"100,00";"0,36";"0,00";"72,75";"0,000";"0,00";"0,000";"0,00";"0,00";"0,00";"0,00";"0,14";"0,09";"0,01";"0,04";"0,00";"0,00";"0,00";"0,00";"0,00"
"20,44";"IARA : KIT CHURRASCO CLUBE MIALICH UN ";"18542";"UN 1";"0,333";"66,66";"0,20";"-6,17";"-0,06";"-9,25";"0,00";"0,00";"-6,17";"-0,06";"-9,25";"0,000";"0,00";"0,000";"66,66";"54,66";"0,00";"0,00";"18,17";"12,00";"1,10";"5,07";"0,00";"0,00";"0,07";"0,60";"0,00"
"20,49";"IARA : KIT CR D COLGATE C/3 90g LV3PG- TRIPLA AÇÃO";"19855";"UN 1";"0,828";"16,55";"0,05";"6,86";"0,07";"41,43";"102,74";"50,68";"6,86";"0,07";"41,43";"0,255";"0,02";"0,001";"8,16";"8,16";"0,00";"0,00";"1,53";"0,00";"0,27";"1,26";"0,00";"0,00";"0,01";"0,06";"0,00"
"20,59";"IARA : KIT CR DENTAL COLGATE MPA LV3P2 70g NEUTRAÇÚCAR";"15926";"UN 1";"1,667";"33,32";"0,10";"6,65";"0,07";"19,96";"41,27";"29,21";"6,65";"0,07";"19,96";"0,418";"0,03";"0,350";"23,58";"23,58";"0,00";"0,00";"3,08";"0,00";"0,55";"2,53";"0,00";"0,00";"0,01";"0,12";"0,00"
"20,79";"IARA : KIT CR DENTAL COLGATE ORIG MINT C/3";"21337";"UN 1";"2,167";"69,31";"0,20";"18,77";"0,20";"27,08";"57,06";"36,33";"18,77";"0,20";"27,08";"0,719";"0,05";"0,002";"44,13";"44,13";"0,00";"0,00";"6,41";"0,00";"1,14";"5,27";"0,00";"0,00";"0,03";"0,25";"0,00"
"20,82";"IARA : KIT CR DENTAL COLGATE T 12 C/3 90g ANTI-TÁRTARO";"16597";"UN 1";"0,357";"11,43";"0,03";"3,09";"0,03";"27,07";"57,04";"36,32";"3,09";"0,03";"27,07";"0,000";"0,00";"0,000";"7,28";"7,28";"0,00";"0,00";"1,06";"0,00";"0,19";"0,87";"0,00";"0,00";"0,00";"0,04";"0,00"
"20,86";"IARA : KIT CREME DENTAL COLGATE 12 C/3 90g GENGIVA REFORÇ";"2019";"UN 1";"0,388";"12,41";"0,04";"3,36";"0,04";"27,08";"57,06";"36,33";"3,36";"0,04";"27,08";"0,133";"0,01";"0,105";"7,90";"7,90";"0,00";"0,00";"1,15";"0,00";"0,20";"0,94";"0,00";"0,00";"0,00";"0,04";"0,00"
"20,88";"IARA : KIT CREME DENTAL COLGATE C/3 90g N.EXTRACTUS CAR";"8867";"UN 1";"0,218";"6,98";"0,02";"1,88";"0,02";"26,92";"56,66";"36,17";"1,88";"0,02";"26,92";"0,000";"0,00";"0,000";"4,46";"4,46";"0,00";"0,00";"0,65";"0,00";"0,12";"0,53";"0,00";"0,00";"0,00";"0,03";"0,00"
"20,91";"IARA : KIT CREME DENTAL COLGATE WHITE 70g LV+ PG-";"18940";"UN 1";"0,679";"9,50";"0,03";"1,80";"0,02";"18,91";"39,20";"28,16";"1,80";"0,02";"18,91";"0,170";"0,01";"0,001";"6,82";"6,82";"0,00";"0,00";"0,88";"0,00";"0,16";"0,72";"0,00";"0,00";"0,00";"0,03";"0,00"
"21,03";"IARA : KIT CREME DENTAL SORRISO TRIPLA 70g LIMPEZA COMPLE";"16122";"UN 1";"1,000";"39,99";"0,12";"8,60";"0,09";"21,51";"44,42";"30,76";"8,60";"0,09";"21,51";"0,001";"0,00";"0,001";"27,69";"27,69";"0,00";"0,00";"3,70";"0,00";"0,66";"3,04";"0,00";"0,00";"0,02";"0,14";"0,00"
"21,09";"IARA : KIT DESOD REXONA ROLL-ON C/2 50ml V8 50%DESC 2 UN";"19591";"UN 1";"1,112";"19,99";"0,06";"2,83";"0,03";"14,16";"30,57";"23,41";"2,83";"0,03";"14,16";"0,195";"0,01";"0,111";"15,31";"15,31";"0,00";"0,00";"1,85";"0,00";"0,33";"1,52";"0,00";"0,00";"0,02";"0,18";"0,00"
"21,24";"IARA : KIT DOVE SH 350ml + COND 150ml UV REPAIR&GLOW";"21834";"UN 1";"1,500";"52,49";"0,15";"47,63";"0,50";"90,75";"";"100,00";"47,63";"0,50";"90,75";"0,951";"0,07";"0,762";"0,00";"0,00";"0,00";"0,00";"4,85";"0,00";"0,87";"3,99";"0,00";"0,00";"0,05";"0,47";"0,00"
"21,32";"IARA : KIT DOVE SHAMPOO350ml+ CONDIC 175ml BOND INTENSE R";"8291";"UN 1";"0,756";"26,44";"0,08";"7,22";"0,08";"27,29";"57,58";"36,54";"7,22";"0,08";"27,29";"0,451";"0,03";"0,403";"16,78";"16,78";"0,00";"0,00";"2,45";"0,00";"0,44";"2,01";"0,00";"0,00";"0,03";"0,24";"0,00"
"21,36";"IARA : KIT ELSEVE SH375ml + COND170ml ÓLEO EXTRAORDIN";"11531";"UN 1";"0,278";"11,95";"0,04";"2,24";"0,02";"18,72";"38,83";"27,97";"2,24";"0,02";"18,72";"0,182";"0,01";"0,000";"8,61";"8,61";"0,00";"0,00";"1,11";"0,00";"0,20";"0,91";"0,00";"0,00";"0,01";"0,11";"0,00"
"21,38";"IARA : KIT GEL D SORRISO FRESH HORTELÃ 90g C/3 LV+ PG-";"16087";"UN 1";"0,527";"6,85";"0,02";"0,74";"0,01";"10,84";"25,14";"20,09";"0,74";"0,01";"10,84";"0,165";"0,01";"0,001";"5,47";"5,47";"0,00";"0,00";"0,63";"0,00";"0,11";"0,52";"0,00";"0,00";"0,00";"0,02";"0,00"
"21,38";"IARA : KIT GIOVANNABABY LOÇ 50ml+2 SAB 90g CLASSIC";"9993";"UN 1";"0,018";"0,57";"0,00";"0,14";"0,00";"24,64";"51,25";"33,89";"0,14";"0,00";"24,64";"0,005";"0,00";"0,005";"0,38";"0,38";"0,00";"0,00";"0,05";"0,00";"0,01";"0,04";"0,00";"0,00";"0,00";"0,01";"0,00"
"21,39";"IARA : KIT LÁPIS BIC C/12 CORES + 4 LÁPIS GRAFITE";"2750";"UN 1";"0,122";"1,83";"0,01";"0,29";"0,00";"16,05";"76,35";"43,30";"0,29";"0,00";"16,05";"0,000";"0,00";"0,000";"1,04";"1,04";"0,00";"0,00";"0,50";"0,33";"0,03";"0,14";"0,00";"0,00";"0,00";"0,02";"0,00"
"21,40";"IARA : KIT PALMOLIVE SH350ml+CON350ml KIDS";"15985";"UN 1";"0,083";"2,49";"0,01";"0,59";"0,01";"23,56";"48,83";"32,81";"0,59";"0,01";"23,56";"0,000";"0,00";"0,000";"1,68";"1,68";"0,00";"0,00";"0,23";"0,00";"0,04";"0,19";"0,00";"0,00";"0,00";"0,02";"0,00"
"21,41";"IARA : KIT PALMOLIVE SH350ml+COND350ml BOOM HIDRAT";"2160";"UN 1";"0,087";"1,91";"0,01";"0,62";"0,01";"32,38";"71,33";"41,63";"0,62";"0,01";"32,38";"0,068";"0,00";"0,000";"1,12";"1,12";"0,00";"0,00";"0,18";"0,00";"0,03";"0,15";"0,00";"0,00";"0,00";"0,02";"0,00"
"21,42";"IARA : KIT PALMOLIVE SH350ml+COND350ml DETOX ENERG";"2157";"UN 1";"0,188";"4,12";"0,01";"1,34";"0,01";"32,38";"71,33";"41,63";"1,34";"0,01";"32,38";"0,146";"0,01";"0,000";"2,41";"2,41";"0,00";"0,00";"0,38";"0,00";"0,07";"0,31";"0,00";"0,00";"0,00";"0,04";"0,00"
"21,43";"IARA : KIT PALMOLIVE SH350ml+COND350ml LISOS RADIANTES";"2162";"UN 1";"0,116";"2,56";"0,01";"0,83";"0,01";"32,38";"71,33";"41,63";"0,83";"0,01";"32,38";"0,091";"0,01";"0,000";"1,49";"1,49";"0,00";"0,00";"0,24";"0,00";"0,04";"0,19";"0,00";"0,00";"0,00";"0,02";"0,00"
"21,44";"IARA : KIT PANOS MICROFIBRA LUXCAR C/4 un MICROFIBRA";"5140";"UN 1";"0,150";"3,76";"0,01";"0,76";"0,01";"20,37";"90,91";"47,62";"0,76";"0,01";"20,37";"0,000";"0,00";"0,000";"1,97";"1,97";"0,00";"0,00";"1,02";"0,68";"0,06";"0,29";"0,00";"0,00";"0,00";"0,03";"0,00"
"21,50";"IARA : KIT PANTENE SH300ml + COND150ml BIOTINAMINA B3";"9943";"UN 1";"0,472";"18,87";"0,06";"3,76";"0,04";"19,94";"41,23";"29,19";"3,76";"0,04";"19,94";"0,256";"0,02";"0,000";"13,36";"13,36";"0,00";"0,00";"1,75";"0,00";"0,31";"1,43";"0,00";"0,00";"0,02";"0,17";"0,00"
"21,65";"IARA : KIT PANTENE SH300ml + COND150ml BOND REPAIR";"21763";"UN 1";"1,261";"50,42";"0,15";"10,06";"0,11";"19,95";"41,23";"29,20";"10,06";"0,11";"19,95";"0,685";"0,05";"0,001";"35,70";"35,70";"0,00";"0,00";"4,66";"0,00";"0,83";"3,83";"0,00";"0,00";"0,05";"0,45";"0,00"
"21,69";"IARA : KIT PIA TRIUNFO DECORADO C/3";"19120";"UN 1";"1,000";"14,99";"0,04";"10,91";"0,11";"72,75";"";"100,00";"10,91";"0,11";"72,75";"0,001";"0,00";"0,001";"0,00";"0,00";"0,00";"0,00";"4,08";"2,70";"0,25";"1,14";"0,00";"0,00";"0,01";"0,13";"0,00"
"21,69";"IARA : KIT PRAIA BEL 10 PEÇAS C/BALDE 18cm";"13502";"UN 1";"0,010";"0,25";"0,00";"0,18";"0,00";"72,75";"";"100,00";"0,18";"0,00";"72,75";"0,000";"0,00";"0,000";"0,00";"0,00";"0,00";"0,00";"0,07";"0,04";"0,00";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00"
"21,69";"IARA : KIT PRESE CROMUS INF/JUV/BEBE 20X29";"7707";"UN 1";"0,111";"0,33";"0,00";"0,11";"0,00";"32,28";"109,09";"52,17";"0,11";"0,00";"32,28";"0,000";"0,00";"0,000";"0,16";"0,13";"0,00";"0,00";"0,09";"0,06";"0,01";"0,03";"0,00";"0,00";"0,00";"0,00";"0,00"
"21,70";"IARA : KIT PRESENTE CROMUS 30X44 FROZEN DOIS";"7898";"UN 1";"1,000";"3,99";"0,01";"0,04";"0,00";"1,07";"18,05";"15,29";"0,04";"0,00";"1,07";"0,010";"0,00";"0,001";"3,38";"2,86";"0,00";"0,00";"1,09";"0,72";"0,07";"0,30";"0,00";"0,00";"0,00";"0,04";"0,00"
"21,71";"IARA : KIT PRESENTE CROMUS 30X44 TOY STORY";"7905";"UN 1";"0,600";"2,39";"0,01";"0,03";"0,00";"1,07";"18,05";"15,29";"0,03";"0,00";"1,07";"0,006";"0,00";"0,001";"2,03";"1,72";"0,00";"0,00";"0,65";"0,43";"0,04";"0,18";"0,00";"0,00";"0,00";"0,02";"0,00"
"21,71";"IARA : KIT PRESENTE CROMUS 35X54 RAYA";"7802";"UN 1";"0,300";"1,20";"0,00";"0,00";"0,00";"-0,18";"16,33";"14,04";"0,00";"0,00";"-0,18";"0,000";"0,00";"0,000";"1,03";"0,87";"0,00";"0,00";"0,33";"0,22";"0,02";"0,09";"0,00";"0,00";"0,00";"0,01";"0,00"
"21,71";"IARA : KIT PRESENTE CROMUS MARVEL 30X44";"7730";"UN 1";"0,060";"0,30";"0,00";"0,22";"0,00";"72,75";"";"100,00";"0,22";"0,00";"72,75";"0,000";"0,00";"0,000";"0,00";"0,00";"0,00";"0,00";"0,08";"0,05";"0,00";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00"
"21,71";"IARA : KIT PRESENTE CROMUS MARVEL 35X54";"7738";"UN 1";"0,111";"0,55";"0,00";"0,04";"0,00";"6,62";"28,28";"22,04";"0,04";"0,00";"6,62";"0,000";"0,00";"0,000";"0,43";"0,37";"0,00";"0,00";"0,15";"0,10";"0,01";"0,04";"0,00";"0,00";"0,00";"0,00";"0,00"
"21,71";"IARA : KIT PRESENTE CROMUS SORTIDO 20X29";"7794";"UN 1";"0,250";"1,00";"0,00";"0,25";"0,00";"24,88";"77,33";"43,61";"0,25";"0,00";"24,88";"0,000";"0,00";"0,000";"0,56";"0,48";"0,00";"0,00";"0,27";"0,18";"0,02";"0,08";"0,00";"0,00";"0,00";"0,01";"0,00"
"21,72";"IARA : KIT RL ADESIVO CONDOR REFIL 10CMX5M";"5741";"UN 1";"0,085";"2,03";"0,01";"0,26";"0,00";"12,68";"66,48";"39,93";"0,26";"0,00";"12,68";"0,008";"0,00";"0,000";"1,22";"1,22";"0,00";"0,00";"0,55";"0,37";"0,03";"0,15";"0,00";"0,00";"0,00";"0,02";"0,00"
"21,73";"IARA : KIT SAB DOVE LV+PG- C/6 90g KARITÉ";"6302";"UN 1";"0,097";"2,92";"0,01";"0,62";"0,01";"21,21";"43,80";"30,46";"0,62";"0,01";"21,21";"0,059";"0,00";"0,053";"2,03";"2,03";"0,00";"0,00";"0,27";"0,00";"0,05";"0,22";"0,00";"0,00";"0,00";"0,01";"0,00"
"21,80";"IARA : KIT SAB FLOR DE YPÊ 85g Lv6 Pg5 ROSAS BRANCAS E";"17199";"UN 1";"2,000";"23,90";"0,07";"9,75";"0,10";"40,79";"100,17";"50,04";"9,75";"0,10";"40,79";"1,040";"0,07";"1,020";"11,94";"11,94";"0,00";"0,00";"2,21";"0,00";"0,39";"1,82";"0,00";"0,00";"0,01";"0,09";"0,00"
"21,81";"IARA : KIT SAB PROTEX LV+PG- C/6 85g AVEIA";"2631";"UN 1";"0,178";"4,26";"0,01";"1,10";"0,01";"25,80";"53,97";"35,05";"1,10";"0,01";"25,80";"0,094";"0,01";"0,000";"2,77";"2,77";"0,00";"0,00";"0,39";"0,00";"0,07";"0,32";"0,00";"0,00";"0,00";"0,02";"0,00"
"21,82";"IARA : KIT SAB PROTEX LV+PG- C/6 85g VITAMINA E";"2642";"UN 1";"0,139";"3,32";"0,01";"0,86";"0,01";"25,80";"53,97";"35,05";"0,86";"0,01";"25,80";"0,073";"0,01";"0,000";"2,16";"2,16";"0,00";"0,00";"0,31";"0,00";"0,05";"0,25";"0,00";"0,00";"0,00";"0,01";"0,00"
"21,95";"IARA : KIT SABONETE DOVE LV+ PG- COM 8 ORIGINAL";"16594";"UN 1";"1,000";"44,99";"0,13";"13,33";"0,14";"29,63";"63,60";"38,88";"13,33";"0,14";"29,63";"0,811";"0,06";"0,720";"27,50";"27,50";"0,00";"0,00";"4,16";"0,00";"0,74";"3,42";"0,00";"0,00";"0,04";"0,40";"0,00"
"21,97";"IARA : KIT SABONETE REXONA ANTIBAC 84g C/6 LIMP PROFUNDA";"7687";"UN 1";"0,371";"6,68";"0,02";"2,00";"0,02";"29,91";"64,38";"39,16";"2,00";"0,02";"29,91";"0,194";"0,01";"0,000";"4,06";"4,06";"0,00";"0,00";"0,62";"0,00";"0,11";"0,51";"0,00";"0,00";"0,00";"0,02";"0,00"
"21,97";"IARA : KIT SALON L SH+COND 200ml BOMBA ORI KIT SH+COND";"3751";"UN 1";"0,060";"1,50";"0,00";"1,36";"0,01";"90,75";"";"100,00";"1,36";"0,01";"90,75";"0,029";"0,00";"0,024";"0,00";"0,00";"0,00";"0,00";"0,14";"0,00";"0,02";"0,11";"0,00";"0,00";"0,00";"0,01";"0,00"
"21,98";"IARA : KIT SALON LINE KID SH300ml+CON200ml KIDS MELANCIA";"4467";"UN 1";"0,110";"3,08";"0,01";"2,79";"0,03";"90,75";"";"100,00";"2,79";"0,03";"90,75";"0,067";"0,00";"0,055";"0,00";"0,00";"0,00";"0,00";"0,28";"0,00";"0,05";"0,23";"0,00";"0,00";"0,00";"0,03";"0,00"
"21,99";"IARA : KIT SALON LINE KID SH300ml+CON200ml KIDS UVA";"4471";"UN 1";"0,080";"2,24";"0,01";"2,03";"0,02";"90,75";"";"100,00";"2,03";"0,02";"90,75";"0,049";"0,00";"0,040";"0,00";"0,00";"0,00";"0,00";"0,21";"0,00";"0,04";"0,17";"0,00";"0,00";"0,00";"0,02";"0,00"
"22,00";"IARA : KIT SALON LINE SH+COND 300ml HIDRA BABOSA";"3868";"UN 1";"0,148";"2,95";"0,01";"0,95";"0,01";"32,32";"71,15";"41,57";"0,95";"0,01";"32,32";"0,102";"0,01";"0,089";"1,72";"1,72";"0,00";"0,00";"0,27";"0,00";"0,05";"0,22";"0,00";"0,00";"0,00";"0,03";"0,00"
"22,01";"IARA : KIT SALON LINE SH+COND 300ml HIDRA COCO";"3869";"UN 1";"0,121";"2,42";"0,01";"0,78";"0,01";"32,32";"71,15";"41,57";"0,78";"0,01";"32,32";"0,084";"0,01";"0,073";"1,41";"1,41";"0,00";"0,00";"0,22";"0,00";"0,04";"0,18";"0,00";"0,00";"0,00";"0,02";"0,00"
"22,02";"IARA : KIT SALON LINE SH+COND 300ml NUTRIÇÃO E DEF";"3874";"UN 1";"0,168";"3,35";"0,01";"1,08";"0,01";"32,32";"71,15";"41,57";"1,08";"0,01";"32,32";"0,116";"0,01";"0,101";"1,96";"1,96";"0,00";"0,00";"0,31";"0,00";"0,06";"0,25";"0,00";"0,00";"0,00";"0,03";"0,00"
"22,04";"IARA : KIT SKALA SH325ml+COND200ml MELANCIA";"20142";"UN 1";"0,400";"8,00";"0,02";"2,46";"0,03";"30,72";"66,58";"39,97";"2,46";"0,03";"30,72";"0,249";"0,02";"0,253";"4,80";"4,80";"0,00";"0,00";"0,74";"0,00";"0,13";"0,61";"0,00";"0,00";"0,01";"0,07";"0,00"
"22,06";"IARA : KIT SKALA SH325ml+COND200ml MORANGO";"20143";"UN 1";"0,353";"7,06";"0,02";"2,17";"0,02";"30,72";"66,58";"39,97";"2,17";"0,02";"30,72";"0,220";"0,02";"0,223";"4,24";"4,24";"0,00";"0,00";"0,65";"0,00";"0,12";"0,54";"0,00";"0,00";"0,01";"0,06";"0,00"
"22,06";"IARA : KIT SKALA SH325ml+COND325ml FRUTÁST MELÂNCIA";"4370";"UN 1";"0,070";"1,40";"0,00";"1,27";"0,01";"90,75";"";"100,00";"1,27";"0,01";"90,75";"0,060";"0,00";"0,049";"0,00";"0,00";"0,00";"0,00";"0,13";"0,00";"0,02";"0,11";"0,00";"0,00";"0,00";"0,01";"0,00"
"22,08";"IARA : KIT SKALINHA BEBÊ SH200ml+COND200ml SÁLVIA";"4316";"UN 1";"0,300";"6,60";"0,02";"2,27";"0,02";"34,36";"77,34";"43,61";"2,27";"0,02";"34,36";"0,123";"0,01";"0,120";"3,72";"3,72";"0,00";"0,00";"0,61";"0,00";"0,11";"0,50";"0,00";"0,00";"0,01";"0,06";"0,00"
"22,10";"IARA : KIT TOK BOTHÂNICO SH+COND 400mL OLEO ARGAN";"6077";"UN 1";"0,424";"6,36";"0,02";"1,96";"0,02";"30,78";"66,74";"40,03";"1,96";"0,02";"30,78";"0,383";"0,03";"0,000";"3,82";"3,82";"0,00";"0,00";"0,59";"0,00";"0,10";"0,48";"0,00";"0,00";"0,01";"0,06";"0,00"
"22,13";"IARA : KIT TRESEMMÉ SH 350ml+CONDIC 175ml BRILHO LAMELAR";"8314";"UN 1";"0,327";"9,82";"0,03";"2,44";"0,03";"24,87";"51,79";"34,12";"2,44";"0,03";"24,87";"0,203";"0,01";"0,172";"6,47";"6,47";"0,00";"0,00";"0,91";"0,00";"0,16";"0,75";"0,00";"0,00";"0,01";"0,09";"0,00"
"22,20";"IARA : LANCHE NATURAL PEITO PERU Kg";"18242";"KG 1";"0,446";"24,55";"0,07";"18,56";"0,20";"75,62";"3092,26";"96,87";"18,56";"0,20";"75,62";"0,000";"0,00";"0,000";"0,77";"0,77";"0,00";"0,00";"5,22";"2,95";"0,41";"1,87";"0,00";"0,00";"0,00";"0,00";"0,00"
"22,20";"IARA : LANCHE NATURAL PRESUNTO/QUEIJO Kg";"17951";"KG 1";"0,010";"0,50";"0,00";"0,45";"0,00";"90,75";"";"100,00";"0,45";"0,00";"90,75";"0,000";"0,00";"0,000";"0,00";"0,00";"0,00";"0,00";"0,05";"0,00";"0,01";"0,04";"0,00";"0,00";"0,00";"0,00";"0,00"
"22,52";"IARA : LANCHE PRESUNTO/QUEIJO Kg";"18233";"KG 1";"1,948";"107,10";"0,32";"18,12";"0,19";"16,92";"44,41";"30,75";"18,12";"0,19";"16,92";"0,002";"0,00";"0,002";"74,17";"66,22";"0,00";"0,00";"22,76";"12,85";"1,77";"8,14";"0,00";"0,00";"0,00";"0,00";"0,00"
"22,54";"IARA : LANCHE PÃO GRATINADO PRES/QUEIJO Kg";"18411";"KG 1";"0,168";"6,72";"0,02";"4,99";"0,05";"74,21";"2104,17";"95,46";"4,99";"0,05";"74,21";"0,000";"0,00";"0,000";"0,30";"0,30";"0,00";"0,00";"1,43";"0,81";"0,11";"0,51";"0,00";"0,00";"0,00";"0,00";"0,00"
"22,72";"IARA : LANCHE SALAME Kg";"18240";"KG 1";"1,139";"62,64";"0,18";"47,36";"0,50";"75,61";"3084,13";"96,86";"47,36";"0,50";"75,61";"0,001";"0,00";"0,001";"1,97";"1,97";"0,00";"0,00";"13,31";"7,52";"1,03";"4,76";"0,00";"0,00";"0,00";"0,00";"0,00"
"22,72";"IARA : LAPISEIRA BIC VELOCITY GRIP 0,7mm";"2620";"UN 1";"0,116";"1,04";"0,00";"0,15";"0,00";"14,80";"72,55";"42,05";"0,15";"0,00";"14,80";"0,002";"0,00";"0,000";"0,60";"0,60";"0,00";"0,00";"0,28";"0,19";"0,02";"0,08";"0,00";"0,00";"0,00";"0,01";"0,00"
"22,73";"IARA : LASANHEIRA MARINEX S/TAMPA 5l";"9634";"UN 1";"0,040";"2,39";"0,01";"0,28";"0,00";"11,87";"64,27";"39,12";"0,28";"0,00";"11,87";"0,089";"0,01";"0,000";"1,46";"1,46";"0,00";"0,00";"0,65";"0,43";"0,04";"0,18";"0,00";"0,00";"0,00";"0,02";"0,00"
"22,73";"IARA : LEITE COLÔNIA 200ml ORIGINAL";"11684";"UN 1";"0,172";"1,55";"0,00";"0,51";"0,01";"33,02";"73,22";"42,27";"0,51";"0,01";"33,02";"0,037";"0,00";"0,000";"0,89";"0,89";"0,00";"0,00";"0,14";"0,00";"0,03";"0,12";"0,00";"0,00";"0,00";"0,01";"0,00"
"22,73";"IARA : LEITE DE COLÔNIA 100ml ORIGINAL";"11802";"UN 1";"0,063";"0,44";"0,00";"0,16";"0,00";"36,53";"84,43";"45,78";"0,16";"0,00";"36,53";"0,000";"0,00";"0,000";"0,24";"0,24";"0,00";"0,00";"0,04";"0,00";"0,01";"0,03";"0,00";"0,00";"0,00";"0,00";"0,00"
